epoch,learning_rate,validation_accuracy,loss,classification_loss,placeholder_loss,mixup_loss,mixed_count
22,0.0006243449435824271,0.941,0.2896713587284088,0.08420608667400148,0.008378017810318205,1.97087250849141,20014
23,0.0005936906572928622,0.926,0.08949606479936176,0.040941976059145395,0.00873955722351869,0.3981453086503678,20010
24,0.000562666616782152,0.9202,0.05701670473151737,0.02401839838011397,0.009416729450308614,0.23581576498382623,19898
25,0.0005313952597646566,0.933,0.045151650362875724,0.019857438046485185,0.009247753900123968,0.16046458447244433,19863
26,0.0004999999999999998,0.9144,0.041779080828030904,0.017417273160152964,0.008721755105422602,0.156400522283713,19950
27,0.00046860474023534314,0.9246,0.03500861483067274,0.016544776064654192,0.008625081653561857,0.09838756944371595,20038
28,0.00043733338321784774,0.9314,0.03538146520091428,0.014990572913984458,0.008386036627491315,0.12004855538639757,19910
29,0.00040630934270713756,0.936,0.027354519315891796,0.01197730614774757,0.007724368311216434,0.07652844715747568,19896
30,0.00037565505641757246,0.9216,0.03479704556332694,0.012901779827475549,0.007276111506339576,0.14619153814266125,20028
31,0.00034549150281252633,0.9162,0.02867416087538004,0.011887408323751555,0.007197884056220452,0.09588868283430735,19974
32,0.00031593772365766105,0.923,0.0238295827349027,0.011988405824535423,0.007739455681542555,0.04101721135071582,19912
33,0.00028711035421746355,0.9182,0.03092198428577847,0.010792562283575535,0.00710310254568855,0.13026319251333673,19986
34,0.0002591231629491422,0.9264,0.024786729877524907,0.011980167188247045,0.006933564425508181,0.05872998285773728,19873
35,0.00023208660251050145,0.922,0.022338350701332093,0.010643821198079322,0.006402000410358111,0.052925290951298345,19949
36,0.00020610737385376337,0.9336,0.03196775908337699,0.010651374813583163,0.006702973311808374,0.14613410531679788,19891
37,0.00018128800512565502,0.9128,0.027462090922064253,0.012034930519594086,0.005964527693887551,0.09462632540729311,19936
38,0.00015772644703565555,0.9166,0.022956561561425528,0.010407116459475623,0.006492863415678342,0.06056581872502963,19867
39,0.00013551568628929425,0.9282,0.022822163512971665,0.010277158933215671,0.006519693705770704,0.0602531058675713,19939
40,0.00011474337861210535,0.9336,0.022270494327280257,0.009997516141666307,0.006349827637192276,0.05923150411976708,19974
41,9.549150281252626e-05,0.9224,0.02372853483789497,0.010212594550848008,0.006022540571954515,0.07493399547139803,19933
42,7.783603724899252e-05,0.9172,0.019735748672816487,0.009736973578151729,0.006589007102863656,0.03409768038764596,19932
43,6.184665997806817e-05,0.9204,0.01846056811478403,0.009655890146229001,0.006285024433831374,0.02519653376282917,19968
44,4.7586473766990294e-05,0.918,0.01800478530029456,0.009593827927278148,0.006427085578938325,0.019838718233671452,19958
45,3.5111757055874305e-05,0.9288,0.01863919257654084,0.00860882466468546,0.005806167069905334,0.04224200791302654,19903
46,2.4471741852423218e-05,0.9258,0.019095774980386098,0.008841764932870864,0.006075271842049228,0.04178738167401817,19953
47,1.5708419435684507e-05,0.9238,0.019812291127112178,0.008932119530770513,0.005988927545977963,0.04891243955873781,19947
48,8.856374635655634e-06,0.9098,0.018084419158928923,0.008677544452250004,0.006055921279473437,0.03350953251231048,19931
49,3.942649342761115e-06,0.9242,0.017868963374031915,0.008327535712884531,0.005770768896780081,0.03770658599866761,19932
50,9.866357858642198e-07,0.8982,0.016287255118290583,0.008708991331855456,0.006277276821600067,0.013009869405461682,19916
