epoch,learning_rate,validation_accuracy,loss,classification_loss,placeholder_loss,mixup_loss,mixed_count
68,0.02454792921248146,0.919,0.09367526809374492,0.09367526809374492,0.0,0.0,0
69,0.02320866025105018,0.9108,0.08888674028979407,0.08888674028979407,0.0,0.0,0
70,0.021895831107393487,0.9126,0.0720692586183548,0.0720692586183548,0.0,0.0,0
71,0.02061073738537637,0.922,0.07465413275957107,0.07465413275957107,0.0,0.0,0
72,0.01935464731735119,0.9208,0.0699101071159045,0.0699101071159045,0.0,0.0,0
73,0.018128800512565532,0.9272,0.05592826931476593,0.05592826931476593,0.0,0.0,0
74,0.016934406733817433,0.916,0.0491614173134168,0.0491614173134168,0.0,0.0,0
75,0.01577264470356558,0.9248,0.04924287858009339,0.04924287858009339,0.0,0.0,0
76,0.014644660940672643,0.9272,0.040641083670987024,0.040641083670987024,0.0,0.0,0
77,0.013551568628929448,0.9316,0.03620474956962797,0.03620474956962797,0.0,0.0,0
78,0.012494446518477033,0.9336,0.02991205235785908,0.02991205235785908,0.0,0.0,0
79,0.011474337861210555,0.9374,0.025099314622912143,0.025099314622912143,0.0,0.0,0
80,0.01049224938121549,0.9368,0.019520964679949813,0.019520964679949813,0.0,0.0,0
81,0.009549150281252642,0.9426,0.015766239758415356,0.015766239758415356,0.0,0.0,0
82,0.008645971286271922,0.9432,0.01427303331486053,0.01427303331486053,0.0,0.0,0
83,0.007783603724899264,0.9442,0.011193251462611888,0.011193251462611888,0.0,0.0,0
84,0.006962898649802819,0.9448,0.008538269138418967,0.008538269138418967,0.0,0.0,0
85,0.0061846659978068265,0.9478,0.006198854163785776,0.006198854163785776,0.0,0.0,0
86,0.005449673790581615,0.9458,0.0050910517580393284,0.0050910517580393284,0.0,0.0,0
87,0.004758647376699036,0.9482,0.004716223998036649,0.004716223998036649,0.0,0.0,0
88,0.004112268715800957,0.9506,0.00431261761519644,0.00431261761519644,0.0,0.0,0
89,0.003511175705587435,0.9478,0.003737280484992597,0.003737280484992597,0.0,0.0,0
90,0.0029559615522887295,0.9512,0.003386443607778185,0.003386443607778185,0.0,0.0,0
91,0.0024471741852423253,0.9506,0.0030605444900691507,0.0030605444900691507,0.0,0.0,0
92,0.0019853157161528537,0.9514,0.00275576592784168,0.00275576592784168,0.0,0.0,0
93,0.0015708419435684529,0.9504,0.002405103047771586,0.002405103047771586,0.0,0.0,0
94,0.0012041619030626347,0.9512,0.002698051143830849,0.002698051143830849,0.0,0.0,0
95,0.0008856374635655646,0.9518,0.002591538130823109,0.002591538130823109,0.0,0.0,0
96,0.0006155829702431174,0.9514,0.0021979235478469896,0.0021979235478469896,0.0,0.0,0
97,0.00039426493427611206,0.9522,0.002372685028364261,0.002372685028364261,0.0,0.0,0
98,0.00022190176984600036,0.9512,0.002246516335590018,0.002246516335590018,0.0,0.0,0
99,9.866357858642213e-05,0.951,0.0023295367828466826,0.0023295367828466826,0.0,0.0,0
100,2.4671981713420017e-05,0.951,0.002288826096885734,0.002288826096885734,0.0,0.0,0
