epoch,classification_loss,alignment_loss,total_loss,perturbed_loss,source_macro_f1,photo_accuracy,photo_macro_f1,art_painting_accuracy,art_painting_macro_f1,cartoon_accuracy,cartoon_macro_f1
1,1.939940649887611,0.451695923808173,2.39163657068619,0.0,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208
2,1.9367408006649298,0.43706963508587166,2.373810424006044,0.0,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208
3,1.9395442936808018,0.44152148636837896,2.3810657855912383,0.0,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208
4,1.9407294037306837,0.40962327295556444,2.350352670171578,0.0,0.036424990531281204,0.12275449101796407,0.03123809523809524,0.12439024390243902,0.03160830492717694,0.19402985074626866,0.04642857142857143
5,1.936640304884887,0.17783055912526646,2.114470850657947,0.0,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208
6,1.9346702950341361,0.0059003909921337815,1.9405706862510719,0.0,0.05066996495567924,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208
