mmd_weight,method,selected_epoch,photo_accuracy,photo_macro_f1,art_painting_accuracy,art_painting_macro_f1,cartoon_accuracy,cartoon_macro_f1,source_mean_accuracy,source_mean_macro_f1,target_accuracy,target_macro_f1,target_delta_pp,source_target_gap_pp,domain_separability
0.1,dan_lambda_0.1,3,0.9610778443113772,0.9557474782824696,0.9292682926829269,0.9302298076199478,0.9402985074626866,0.9477521443359952,0.9435482148189968,0.9445764767461374,0.7564265716467294,0.7170414044785538,9.722575719012472,18.71216431722673,0.9752747252747253
1.0,dan,2,0.44011976047904194,0.2508536233026029,0.16585365853658537,0.09403312207894043,0.14072494669509594,0.10054679116081792,0.24889945523690774,0.14847784551412044,0.1007890048358361,0.09795388984547955,-55.84118096207686,14.811045040107162,0.5631868131868132
10.0,dan_lambda_10,1,0.25748502994011974,0.058503401360544216,0.21951219512195122,0.05142857142857143,0.17270788912579957,0.04207792207792208,0.21656837139595686,0.05066996495567924,0.04072283023670145,0.011179820424134438,-61.84779842199033,17.584554115925542,0.8475274725274725
